"","PP","Monitor","distance","lag","gams.coeff","p.value","p.value_adj","edge","max.distance","start.day","end.day","year","wind.speed","knots","PP.longitude","PP.latitude","M.longitude","M.latitude","avgPM","avgemissions","PM.NAdays","emissions.NAdays","total.days","inmapPM"
"1","PP10","M45051-0002",839.292230566691,2,-0.000908919719925346,0.720436484117119,0.920258963767937,0,1000,"06-01","08-31",2005,13,5,-87.7811,32.6017,-78.877478,33.702771,16.0257700957363,142.732260869565,0,0,91,0.00582377
"2","PP1001","M45051-0002",1027.95925457298,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-87.4272,39.9239,-78.877478,33.702771,16.0257700957363,232.484772727273,0,4,91,0.00474779
"3","PP10075","M45051-0002",1837.73445435173,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-90.9111,47.5314,-78.877478,33.702771,16.0257700957363,15.3283,0,22,91,8.64e-06
"4","PP1008","M45051-0002",805.878356908177,2,-0.0113832122301319,0.288294233852004,0.651313561762637,0,1000,"06-01","08-31",2005,13,5,-85.8381,38.2636,-78.877478,33.702771,16.0257700957363,177.649362068966,0,34,91,0.00533956
"5","PP1010","M45051-0002",1000.52883099876,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-87.4247,39.53,-78.877478,33.702771,16.0257700957363,193.883464788732,0,21,91,0.00523031
"6","PP1012","M45051-0002",894.469512741968,2,0.00141311438485976,0.859077883619581,0.951323131778733,0,1000,"06-01","08-31",2005,13,5,-87.3267,37.91,-78.877478,33.702771,16.0257700957363,17.1713448275862,0,5,91,0.00044908
"7","PP10343","M45051-0002",817.376703377793,2,0.00830622835014188,0.0745296246524939,0.31964927906514,0,1000,"06-01","08-31",2005,13,5,-76.4539,40.8092,-78.877478,33.702771,16.0257700957363,1.51985227272727,0,4,91,7.67e-06
"8","PP1040","M45051-0002",863.834524191872,2,0.00559105794083557,0.0464894488007747,0.259534071610936,0,1000,"06-01","08-31",2005,13,5,-84.8953,39.8028,-78.877478,33.702771,16.0257700957363,35.7298695652174,0,0,91,0.00074931
"9","PP1043","M45051-0002",924.64535249067,2,0.00337218492596463,0.602667265491987,0.878562509024764,0,1000,"06-01","08-31",2005,13,5,-87.2662,38.5201,-78.877478,33.702771,16.0257700957363,52.81425,0,40,91,0.00196703
"10","PP1046","M45051-0002",1419.16917666956,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-90.6527,42.506,-78.877478,33.702771,16.0257700957363,6.44823684210526,0,54,91,6.467e-05
"11","PP1048","M45051-0002",1343.52390014751,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-90.2345,41.8081,-78.877478,33.702771,16.0257700957363,15.2080543478261,0,0,91,0.00014552
"12","PP1058","M45051-0002",1450.58980104426,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-91.6686,41.9839,-78.877478,33.702771,16.0257700957363,3.2285,0,84,91,NA
"13","PP1073","M45051-0002",1446.00000877529,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-91.6386,41.9439,-78.877478,33.702771,16.0257700957363,13.1931463414634,0,10,91,0.00022359
"14","PP1077","M45051-0002",1536.68805069176,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-92.8627,42.0472,-78.877478,33.702771,16.0257700957363,8.76861038961039,0,15,91,0.00011567
"15","PP10773","M45051-0002",380.644096049227,1,0.00749740817940281,0.350008778968175,0.708302841451825,0,1000,"06-01","08-31",2005,13,5,-79.2726,37.1183,-78.877478,33.702771,16.0257700957363,0.383228915662651,0,9,91,0.0002143
"16","PP10774","M45051-0002",369.424062150366,1,0.0166056385431678,0.155358484140224,0.474862696998738,0,1000,"06-01","08-31",2005,13,5,-76.9953,36.6525,-78.877478,33.702771,16.0257700957363,0.516945652173913,0,0,91,0.00016072
