"","PP","Monitor","distance","lag","gams.coeff","p.value","p.value_adj","edge","max.distance","start.day","end.day","year","wind.speed","knots","PP.longitude","PP.latitude","M.longitude","M.latitude","avgPM","avgemissions","PM.NAdays","emissions.NAdays","total.days","inmapPM"
"1","PP10","M44009-0007",1753.45037785779,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-87.7811,32.6017,-71.423705,41.49511,NA,142.732260869565,92,0,91,NA
"2","PP1001","M44009-0007",1361.56162447397,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-87.4272,39.9239,-71.423705,41.49511,NA,232.484772727273,92,4,91,NA
"3","PP10075","M44009-0007",1682.46763568707,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-90.9111,47.5314,-71.423705,41.49511,NA,15.3283,92,22,91,NA
"4","PP1008","M44009-0007",1282.43125465231,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-85.8381,38.2636,-71.423705,41.49511,NA,177.649362068966,92,34,91,NA
"5","PP1010","M44009-0007",1371.50570641766,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-87.4247,39.53,-71.423705,41.49511,NA,193.883464788732,92,21,91,NA
"6","PP1012","M44009-0007",1418.41066760467,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-87.3267,37.91,-71.423705,41.49511,NA,17.1713448275862,92,5,91,NA
"7","PP10343","M44009-0007",428.991581246183,1,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-76.4539,40.8092,-71.423705,41.49511,NA,1.51985227272727,92,4,91,NA
"8","PP1040","M44009-0007",1153.58639409053,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-84.8953,39.8028,-71.423705,41.49511,NA,35.7298695652174,92,0,91,NA
"9","PP1043","M44009-0007",1390.25205355197,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-87.2662,38.5201,-71.423705,41.49511,NA,52.81425,92,40,91,NA
"10","PP1046","M44009-0007",1593.64450478255,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-90.6527,42.506,-71.423705,41.49511,NA,6.44823684210526,92,54,91,NA
"11","PP1048","M44009-0007",1564.21391567447,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-90.2345,41.8081,-71.423705,41.49511,NA,15.2080543478261,92,0,91,NA
"12","PP1058","M44009-0007",1681.07903199565,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-91.6686,41.9839,-71.423705,41.49511,NA,3.2285,92,84,91,NA
