"","PP","Monitor","distance","lag","gams.coeff","p.value","p.value_adj","edge","max.distance","start.day","end.day","year","wind.speed","knots","PP.longitude","PP.latitude","M.longitude","M.latitude","avgPM","avgemissions","PM.NAdays","emissions.NAdays","total.days","inmapPM"
"1","PP10","M51650-0008",1154.41633286824,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-87.7811,32.6017,-76.387017,37.103733,NA,142.732260869565,92,0,91,0.00154827
"2","PP1001","M51650-0008",1011.67529651229,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-87.4272,39.9239,-76.387017,37.103733,NA,232.484772727273,92,4,91,0.0204976
"3","PP10075","M51650-0008",1660.70548215524,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-90.9111,47.5314,-76.387017,37.103733,NA,15.3283,92,22,91,2.583e-05
"4","PP1008","M51650-0008",843.156805855259,2,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-85.8381,38.2636,-76.387017,37.103733,NA,177.649362068966,92,34,91,0.01436004
"5","PP1010","M51650-0008",1001.39397409542,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-87.4247,39.53,-76.387017,37.103733,NA,193.883464788732,92,21,91,0.01846111
"6","PP1012","M51650-0008",970.822500070788,3,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-87.3267,37.91,-76.387017,37.103733,NA,17.1713448275862,92,5,91,0.00061998
"7","PP10343","M51650-0008",411.405910283629,1,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-76.4539,40.8092,-76.387017,37.103733,NA,1.51985227272727,92,4,91,9.54214285714286e-05
"8","PP1040","M51650-0008",800.407714215059,2,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-84.8953,39.8028,-76.387017,37.103733,NA,35.7298695652174,92,0,91,0.00435886
"9","PP1043","M51650-0008",970.191204446785,3,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-87.2662,38.5201,-76.387017,37.103733,NA,52.81425,92,40,91,0.00470791
"10","PP1046","M51650-0008",1358.54971266396,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-90.6527,42.506,-76.387017,37.103733,NA,6.44823684210526,92,54,91,0.00018163
"11","PP1048","M51650-0008",1299.23456746493,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-90.2345,41.8081,-76.387017,37.103733,NA,15.2080543478261,92,0,91,0.00055101
"12","PP1058","M51650-0008",1418.36697732211,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-91.6686,41.9839,-76.387017,37.103733,NA,3.2285,92,84,91,NA
"13","PP1073","M51650-0008",1414.66871993642,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-91.6386,41.9439,-76.387017,37.103733,NA,13.1931463414634,92,10,91,0.00058575
"14","PP1077","M51650-0008",1515.16672462656,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-92.8627,42.0472,-76.387017,37.103733,NA,8.76861038961039,92,15,91,0.00023077
"15","PP10773","M51650-0008",256.471840545332,0,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-79.2726,37.1183,-76.387017,37.103733,NA,0.383228915662651,92,9,91,0.000394662857142857
"16","PP10774","M51650-0008",73.8139629479329,0,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-76.9953,36.6525,-76.387017,37.103733,NA,0.516945652173913,92,0,91,0.00130304285714286
"17","PP108","M51650-0008",2169.12220527944,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-100.9725,37.9306,-76.387017,37.103733,NA,4.60642391304348,92,0,91,0.0001623
"18","PP1081","M51650-0008",1306.78165816051,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-90.4483,41.5404,-76.387017,37.103733,NA,8.83638202247191,92,3,91,0.00032522
"19","PP1091","M51650-0008",1804.59179072297,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-96.3797,42.3251,-76.387017,37.103733,NA,69.104988372093,92,6,91,0.00148797
"20","PP1104","M51650-0008",1337.75130554243,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-91.1168,40.7412,-76.387017,37.103733,NA,15.6445384615385,92,1,91,0.00068107
"21","PP1122","M51650-0008",1573.98210007166,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-93.6069,42.0247,-76.387017,37.103733,NA,4.60428888888889,92,2,91,0.00010581
"22","PP113","M51650-0008",3050.40303632745,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-110.3033,34.9394,-76.387017,37.103733,NA,65.3253586956522,92,0,91,0.00070444
"23","PP1131","M51650-0008",1497.41451513474,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-92.4394,42.5267,-76.387017,37.103733,NA,5.26251315789474,92,16,91,7.988e-05
"24","PP1167","M51650-0008",1350.74550272229,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-91.0569,41.3917,-76.387017,37.103733,NA,9.19611956521739,92,0,91,0.00045233
"25","PP1175","M51650-0008",1501.35165168779,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-92.9144,41.3981,-76.387017,37.103733,NA,1.98909523809524,92,8,91,NA
"26","PP1217","M51650-0008",1738.24330487674,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-95.2569,43.1606,-76.387017,37.103733,NA,6.16370930232558,92,6,91,0.00011747
"27","PP1218","M51650-0008",1334.00777153896,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-90.8233,41.4569,-76.387017,37.103733,NA,22.8831282051282,92,14,91,NA
"28","PP1239","M51650-0008",1625.53661454879,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-94.6986,37.0719,-76.387017,37.103733,NA,12.3639534883721,92,6,91,0.00056602
"29","PP1241","M51650-0008",1612.33210916469,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-94.6389,38.3472,-76.387017,37.103733,NA,86.4613409090909,92,4,91,0.00353827
