"","PP","Monitor","distance","lag","gams.coeff","p.value","p.value_adj","edge","max.distance","start.day","end.day","year","wind.speed","knots","PP.longitude","PP.latitude","M.longitude","M.latitude","avgPM","avgemissions","PM.NAdays","emissions.NAdays","total.days","inmapPM"
"1","PP10","M55079-0099",1158.64753278991,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-87.7811,32.6017,-87.920794,43.039871,15.0409423388677,142.732260869565,0,0,91,0.00018626
"2","PP1001","M55079-0099",348.517887773772,1,0.0069694053167427,0.0134008105527321,0.123403407676305,0,1000,"06-01","08-31",2005,13,5,-87.4272,39.9239,-87.920794,43.039871,15.0409423388677,232.484772727273,0,4,91,0.00323882
"3","PP10075","M55079-0099",551.451341790829,1,0.00601082703321599,0.0300984754620617,0.19087803780288,0,1000,"06-01","08-31",2005,13,5,-90.9111,47.5314,-87.920794,43.039871,15.0409423388677,15.3283,0,22,91,0.00071086
"4","PP1008","M55079-0099",558.828117257095,1,0.00709733157905265,0.305852839738517,0.57256482909147,0,1000,"06-01","08-31",2005,13,5,-85.8381,38.2636,-87.920794,43.039871,15.0409423388677,177.649362068966,0,34,91,0.00020936
"5","PP1010","M55079-0099",392.014869971671,1,0.00117344987559989,0.679146685844888,0.84218264943856,0,1000,"06-01","08-31",2005,13,5,-87.4247,39.53,-87.920794,43.039871,15.0409423388677,193.883464788732,0,21,91,0.00202524
"6","PP1012","M55079-0099",571.86475989594,1,0.0155557861069896,0.00379209466759036,0.0602724277454506,0,1000,"06-01","08-31",2005,13,5,-87.3267,37.91,-87.920794,43.039871,15.0409423388677,17.1713448275862,0,5,91,4.072e-05
"7","PP10343","M55079-0099",982.01567763991,3,-0.00170572140809323,0.55789791574014,0.761724713568077,0,1000,"06-01","08-31",2005,13,5,-76.4539,40.8092,-87.920794,43.039871,15.0409423388677,1.51985227272727,0,4,91,1e-08
"8","PP1040","M55079-0099",439.499638647487,1,0.0020271605566727,0.294353706381174,0.565775205404745,0,1000,"06-01","08-31",2005,13,5,-84.8953,39.8028,-87.920794,43.039871,15.0409423388677,35.7298695652174,0,0,91,0.00010804
"9","PP1043","M55079-0099",504.951475303715,1,0.000698242874050661,0.900894642236116,0.963293274377647,0,1000,"06-01","08-31",2005,13,5,-87.2662,38.5201,-87.920794,43.039871,15.0409423388677,52.81425,0,40,91,0.00042657
"10","PP1046","M55079-0099",231.300518291008,0,0.004465970609054,0.0614666691365547,0.262543679800323,0,1000,"06-01","08-31",2005,13,5,-90.6527,42.506,-87.920794,43.039871,15.0409423388677,6.44823684210526,0,54,91,0.00760374
"11","PP1048","M55079-0099",234.46174822473,0,0.000258411460813637,0.94052450197153,0.974975151971259,0,1000,"06-01","08-31",2005,13,5,-90.2345,41.8081,-87.920794,43.039871,15.0409423388677,15.2080543478261,0,0,91,0.00913411
"12","PP1058","M55079-0099",329.549902149954,1,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-91.6686,41.9839,-87.920794,43.039871,15.0409423388677,3.2285,0,84,91,NA
"13","PP1073","M55079-0099",328.955841457259,1,0.00960573011499725,0.0070815051558743,0.0824210634214308,0,1000,"06-01","08-31",2005,13,5,-91.6386,41.9439,-87.920794,43.039871,15.0409423388677,13.1931463414634,0,10,91,0.01189657
"14","PP1077","M55079-0099",420.575150522094,1,0.00663878354302159,0.20433349894671,0.47649452154717,0,1000,"06-01","08-31",2005,13,5,-92.8627,42.0472,-87.920794,43.039871,15.0409423388677,8.76861038961039,0,15,91,0.00463441
"15","PP10773","M55079-0099",987.170117615782,3,0.00946181270093479,0.0797247393635254,0.304353335260756,0,1000,"06-01","08-31",2005,13,5,-79.2726,37.1183,-87.920794,43.039871,15.0409423388677,0.383228915662651,0,9,91,4e-08
"16","PP10774","M55079-0099",1171.92778454838,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-76.9953,36.6525,-87.920794,43.039871,15.0409423388677,0.516945652173913,0,0,91,8e-08
"17","PP108","M55079-0099",1241.62861188067,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-100.9725,37.9306,-87.920794,43.039871,15.0409423388677,4.60642391304348,0,0,91,0.00053339
"18","PP1081","M55079-0099",266.800819841462,0,0.00233266933435646,0.808880346159249,0.932904572512779,0,1000,"06-01","08-31",2005,13,5,-90.4483,41.5404,-87.920794,43.039871,15.0409423388677,8.83638202247191,0,3,91,0.00301804
"19","PP1091","M55079-0099",697.516039680068,2,-0.00189881980166038,0.219173702891388,0.489586663350628,0,1000,"06-01","08-31",2005,13,5,-96.3797,42.3251,-87.920794,43.039871,15.0409423388677,69.104988372093,0,6,91,0.01778018
"20","PP1104","M55079-0099",368.105160884636,1,-0.00894279320620108,0.22376678469386,0.495162644041433,0,1000,"06-01","08-31",2005,13,5,-91.1168,40.7412,-87.920794,43.039871,15.0409423388677,15.6445384615385,0,1,91,0.00299673
"21","PP1122","M55079-0099",480.463558069269,1,0.00641334559925549,0.00154987920231454,0.0371297148032745,1,1000,"06-01","08-31",2005,13,5,-93.6069,42.0247,-87.920794,43.039871,15.0409423388677,4.60428888888889,0,2,91,0.00159054
"22","PP113","M55079-0099",2128.73026181399,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-110.3033,34.9394,-87.920794,43.039871,15.0409423388677,65.3253586956522,0,0,91,0.00146357
"23","PP1131","M55079-0099",374.064269770618,1,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-92.4394,42.5267,-87.920794,43.039871,15.0409423388677,5.26251315789474,0,16,91,0.00288552
"24","PP1167","M55079-0099",317.092368755157,1,0.00158413447765393,0.299999056871527,0.569037881795484,0,1000,"06-01","08-31",2005,13,5,-91.0569,41.3917,-87.920794,43.039871,15.0409423388677,9.19611956521739,0,0,91,0.00554205
"25","PP1175","M55079-0099",450.73373783643,1,0.0084827219936208,0.00456859976728348,0.0705784618254168,0,1000,"06-01","08-31",2005,13,5,-92.9144,41.3981,-87.920794,43.039871,15.0409423388677,1.98909523809524,0,8,91,NA
"26","PP1217","M55079-0099",597.178891003321,1,0.00562840356491919,0.622103582148796,0.800885686364455,0,1000,"06-01","08-31",2005,13,5,-95.2569,43.1606,-87.920794,43.039871,15.0409423388677,6.16370930232558,0,6,91,0.00224777
"27","PP1218","M55079-0099",297.115341405523,0,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-90.8233,41.4569,-87.920794,43.039871,15.0409423388677,22.8831282051282,0,14,91,NA
"28","PP1239","M55079-0099",878.895852039506,2,5.14298934066004e-05,0.979909306722395,0.987075005491846,0,1000,"06-01","08-31",2005,13,5,-94.6986,37.0719,-87.920794,43.039871,15.0409423388677,12.3639534883721,0,6,91,0.00067623
"29","PP1241","M55079-0099",770.23576682365,2,-0.00703518570877742,0.00533572753349776,0.0732718187486945,0,1000,"06-01","08-31",2005,13,5,-94.6389,38.3472,-87.920794,43.039871,15.0409423388677,86.4613409090909,0,4,91,0.00706756
"30","PP1250","M55079-0099",762.756710676986,2,0.00228673084602381,0.525105691399571,0.741509176420993,0,1000,"06-01","08-31",2005,13,5,-95.2692,39.0072,-87.920794,43.039871,15.0409423388677,11.8929885057471,0,5,91,0.00154444
"31","PP1252","M55079-0099",780.110905372102,2,0.000156893618217573,0.943167927229769,0.975196844067963,0,1000,"06-01","08-31",2005,13,5,-95.5669,39.0522,-87.920794,43.039871,15.0409423388677,14.3125652173913,0,0,91,0.00176636
"32","PP126","M55079-0099",2349.97673221682,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-110.9047,32.16,-87.920794,43.039871,15.0409423388677,11.3513804347826,0,0,91,0.00015365
"33","PP127","M55079-0099",1394.2816688789,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-99.1753,34.0825,-87.920794,43.039871,15.0409423388677,13.9272666666667,0,2,91,0.00060008
"34","PP1295","M55079-0099",710.575886353027,2,0.00800262954650333,0.000662944869290005,0.0253657461119138,1,1000,"06-01","08-31",2005,13,5,-94.6405,39.1486,-87.920794,43.039871,15.0409423388677,19.2452386363636,0,4,91,0.00184836
"35","PP1353","M55079-0099",702.401548590649,2,0.00240281326791885,0.199011856912553,0.471298853118124,0,1000,"06-01","08-31",2005,13,5,-82.6176,38.1707,-87.920794,43.039871,15.0409423388677,143.361094117647,0,7,91,2.576e-05
"36","PP1355","M55079-0099",643.352579153347,2,0.0114226481453764,0.00701078624447395,0.0824210634214308,0,1000,"06-01","08-31",2005,13,5,-84.7139,37.7889,-87.920794,43.039871,15.0409423388677,162.904101265823,0,13,91,0.00013502
"37","PP1356","M55079-0099",534.82074195672,1,0.00138430123105408,0.498676207671638,0.723080501123876,0,1000,"06-01","08-31",2005,13,5,-85.035,38.7497,-87.920794,43.039871,15.0409423388677,158.662011363636,0,4,91,0.00031866
