"","PP","Monitor","distance","lag","gams.coeff","p.value","p.value_adj","edge","max.distance","start.day","end.day","year","wind.speed","knots","PP.longitude","PP.latitude","M.longitude","M.latitude","avgPM","avgemissions","PM.NAdays","emissions.NAdays","total.days","inmapPM"
"1","PP10","M54051-1002",1028.70251011885,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-87.7811,32.6017,-80.733858,39.915961,20.6852053206745,142.732260869565,0,0,91,0.00075064
"2","PP1001","M54051-1002",572.103597578191,1,0.00110967729761569,0.81052237176543,0.919978059803736,0,1000,"06-01","08-31",2005,13,5,-87.4272,39.9239,-80.733858,39.915961,20.6852053206745,232.484772727273,0,4,91,0.06405812
"3","PP10075","M54051-1002",1176.38070903081,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-90.9111,47.5314,-80.733858,39.915961,20.6852053206745,15.3283,0,22,91,5.18633333333333e-05
"4","PP1008","M54051-1002",478.091821994845,1,0.018165790734231,0.073050576123554,0.292745431454242,0,1000,"06-01","08-31",2005,13,5,-85.8381,38.2636,-80.733858,39.915961,20.6852053206745,177.649362068966,0,34,91,0.0217012133333333
"5","PP1010","M54051-1002",575.120817466331,1,0.00242525875766493,0.597187035013921,0.785082467981716,0,1000,"06-01","08-31",2005,13,5,-87.4247,39.53,-80.733858,39.915961,20.6852053206745,193.883464788732,0,21,91,0.04776746
"6","PP1012","M54051-1002",613.448803181975,1,-0.00317434821447677,0.703591458434704,0.861914149163238,0,1000,"06-01","08-31",2005,13,5,-87.3267,37.91,-80.733858,39.915961,20.6852053206745,17.1713448275862,0,5,91,0.00096015
"7","PP10343","M54051-1002",376.784012249572,1,-0.00947708010694008,0.0180873014997706,0.14008203985607,0,1000,"06-01","08-31",2005,13,5,-76.4539,40.8092,-80.733858,39.915961,20.6852053206745,1.51985227272727,0,4,91,5.9e-07
"8","PP1040","M54051-1002",356.278539554661,1,0.00434887876307562,0.112834771932472,0.358807917826563,0,1000,"06-01","08-31",2005,13,5,-84.8953,39.8028,-80.733858,39.915961,20.6852053206745,35.7298695652174,0,0,91,0.01837693
"9","PP1043","M54051-1002",584.871958342492,1,0.0107050734818933,0.271135283150309,0.546324925674828,0,1000,"06-01","08-31",2005,13,5,-87.2662,38.5201,-80.733858,39.915961,20.6852053206745,52.81425,0,40,91,0.00913292333333333
"10","PP1046","M54051-1002",879.536256066265,2,0.00596646111431665,0.371541205442045,0.635024639009644,0,1000,"06-01","08-31",2005,13,5,-90.6527,42.506,-80.733858,39.915961,20.6852053206745,6.44823684210526,0,54,91,0.00038145
"11","PP1048","M54051-1002",827.609539813059,2,-0.00841528882997806,0.120600333871842,0.369025436526277,0,1000,"06-01","08-31",2005,13,5,-90.2345,41.8081,-80.733858,39.915961,20.6852053206745,15.2080543478261,0,0,91,0.00122502
"12","PP1058","M54051-1002",948.159150857202,3,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-91.6686,41.9839,-80.733858,39.915961,20.6852053206745,3.2285,0,84,91,NA
"13","PP1073","M54051-1002",944.920230758807,3,0.00050747577967384,0.930278589669206,0.967798425357724,0,1000,"06-01","08-31",2005,13,5,-91.6386,41.9439,-80.733858,39.915961,20.6852053206745,13.1931463414634,0,10,91,0.00119294
"14","PP1077","M54051-1002",1046.83850804303,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-92.8627,42.0472,-80.733858,39.915961,20.6852053206745,8.76861038961039,0,15,91,0.00046219
"15","PP10773","M54051-1002",335.676724766826,1,0.00716084252283706,0.347960434105771,0.615424689033669,0,1000,"06-01","08-31",2005,13,5,-79.2726,37.1183,-80.733858,39.915961,20.6852053206745,0.383228915662651,0,9,91,2.61333333333333e-06
"16","PP10774","M54051-1002",487.97571109824,1,0.0169090742821978,0.170029971491273,0.435891341896772,0,1000,"06-01","08-31",2005,13,5,-76.9953,36.6525,-80.733858,39.915961,20.6852053206745,0.516945652173913,0,0,91,5.43333333333333e-07
"17","PP108","M54051-1002",1765.01946221888,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-100.9725,37.9306,-80.733858,39.915961,20.6852053206745,4.60642391304348,0,0,91,0.000243133333333333
"18","PP1081","M54051-1002",839.770421624729,2,0.00286625718507978,0.837129257696578,0.929528298803687,0,1000,"06-01","08-31",2005,13,5,-90.4483,41.5404,-80.733858,39.915961,20.6852053206745,8.83638202247191,0,3,91,0.000714286666666667
"19","PP1091","M54051-1002",1338.87734442397,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-96.3797,42.3251,-80.733858,39.915961,20.6852053206745,69.104988372093,0,6,91,0.00254773333333333
"20","PP1104","M54051-1002",886.592114206166,2,0.00981380171689145,0.377736110751465,0.637244956791987,0,1000,"06-01","08-31",2005,13,5,-91.1168,40.7412,-80.733858,39.915961,20.6852053206745,15.6445384615385,0,1,91,0.00136977333333333
"21","PP1122","M54051-1002",1107.42234761993,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-93.6069,42.0247,-80.733858,39.915961,20.6852053206745,4.60428888888889,0,2,91,0.00022568
"22","PP113","M54051-1002",2661.95732249903,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-110.3033,34.9394,-80.733858,39.915961,20.6852053206745,65.3253586956522,0,0,91,0.000803886666666667
"23","PP1131","M54051-1002",1022.49214294464,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-92.4394,42.5267,-80.733858,39.915961,20.6852053206745,5.26251315789474,0,16,91,0.000177903333333333
