"","PP","Monitor","distance","lag","gams.coeff","p.value","p.value_adj","edge","max.distance","start.day","end.day","year","wind.speed","knots","PP.longitude","PP.latitude","M.longitude","M.latitude","avgPM","avgemissions","PM.NAdays","emissions.NAdays","total.days","inmapPM"
"1","PP10","M42003-1008",1143.59521693199,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-87.7811,32.6017,-79.727664,40.617488,19.9902053110873,142.732260869565,0,0,91,0.00051587
"2","PP1001","M42003-1008",659.184909089559,2,0.00731132759299014,0.0847695303601428,0.233567110247627,0,1000,"06-01","08-31",2005,13,5,-87.4272,39.9239,-79.727664,40.617488,19.9902053110873,232.484772727273,0,4,91,0.0431036
"3","PP10075","M42003-1008",1178.0452057109,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-90.9111,47.5314,-79.727664,40.617488,19.9902053110873,15.3283,0,22,91,5.54e-05
"4","PP1008","M42003-1008",587.178000003792,1,0.0203718595780587,0.0295666154359125,0.116026566634869,0,1000,"06-01","08-31",2005,13,5,-85.8381,38.2636,-79.727664,40.617488,19.9902053110873,177.649362068966,0,34,91,0.01076155
"5","PP1010","M42003-1008",667.351188637956,2,0.00398177685362018,0.328837674215806,0.566282962911528,0,1000,"06-01","08-31",2005,13,5,-87.4247,39.53,-79.727664,40.617488,19.9902053110873,193.883464788732,0,21,91,0.03274696
"6","PP1012","M42003-1008",721.087411264472,2,-0.00515477138013346,0.510014079144551,0.701134004768783,0,1000,"06-01","08-31",2005,13,5,-87.3267,37.91,-79.727664,40.617488,19.9902053110873,17.1713448275862,0,5,91,0.000540665
"7","PP10343","M42003-1008",277.430049897971,0,-0.00969734885165717,0.0194497052955343,0.0899689843842837,0,1000,"06-01","08-31",2005,13,5,-76.4539,40.8092,-79.727664,40.617488,19.9902053110873,1.51985227272727,0,4,91,1.705e-06
"8","PP1040","M42003-1008",449.060589838598,1,0.00360572800702869,0.168496345799781,0.384159802483656,0,1000,"06-01","08-31",2005,13,5,-84.8953,39.8028,-79.727664,40.617488,19.9902053110873,35.7298695652174,0,0,91,0.011600145
"9","PP1043","M42003-1008",688.077326865275,2,0.0134294141344402,0.117699073456764,0.300631755673589,0,1000,"06-01","08-31",2005,13,5,-87.2662,38.5201,-79.727664,40.617488,19.9902053110873,52.81425,0,40,91,0.005502125
"10","PP1046","M42003-1008",934.428250464997,2,0.0121055122013217,0.0422740393169857,0.146769117735916,0,1000,"06-01","08-31",2005,13,5,-90.6527,42.506,-79.727664,40.617488,19.9902053110873,6.44823684210526,0,54,91,0.000386765
"11","PP1048","M42003-1008",890.427972199403,2,-0.00382391190208915,0.446725214349071,0.657087814369477,0,1000,"06-01","08-31",2005,13,5,-90.2345,41.8081,-79.727664,40.617488,19.9902053110873,15.2080543478261,0,0,91,0.00123802
"12","PP1058","M42003-1008",1010.66157888513,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-91.6686,41.9839,-79.727664,40.617488,19.9902053110873,3.2285,0,84,91,NA
"13","PP1073","M42003-1008",1007.83082441181,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-91.6386,41.9439,-79.727664,40.617488,19.9902053110873,13.1931463414634,0,10,91,0.001091685
"14","PP1077","M42003-1008",1109.81781220359,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-92.8627,42.0472,-79.727664,40.617488,19.9902053110873,8.76861038961039,0,15,91,0.00039015
"15","PP10773","M42003-1008",390.459531676185,1,0.00686225863081373,0.346184531634972,0.576475789786221,0,1000,"06-01","08-31",2005,13,5,-79.2726,37.1183,-79.727664,40.617488,19.9902053110873,0.383228915662651,0,9,91,2.09e-06
"16","PP10774","M42003-1008",500.261893702409,1,0.0130364716054829,0.254618702762593,0.500350865064579,0,1000,"06-01","08-31",2005,13,5,-76.9953,36.6525,-79.727664,40.617488,19.9902053110873,0.516945652173913,0,0,91,4e-07
"17","PP108","M42003-1008",1852.66759562707,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-100.9725,37.9306,-79.727664,40.617488,19.9902053110873,4.60642391304348,0,0,91,0.00015441
"18","PP1081","M42003-1008",906.119944425954,2,0.00650357070316501,0.623850208372479,0.773096669705607,0,1000,"06-01","08-31",2005,13,5,-90.4483,41.5404,-79.727664,40.617488,19.9902053110873,8.83638202247191,0,3,91,0.00066493
"19","PP1091","M42003-1008",1401.55582129238,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-96.3797,42.3251,-79.727664,40.617488,19.9902053110873,69.104988372093,0,6,91,0.00201242
"20","PP1104","M42003-1008",962.277804953197,3,0.00107881062045266,0.915283969468136,0.955881242307448,0,1000,"06-01","08-31",2005,13,5,-91.1168,40.7412,-79.727664,40.617488,19.9902053110873,15.6445384615385,0,1,91,0.00113254
"21","PP1122","M42003-1008",1171.18068890818,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-93.6069,42.0247,-79.727664,40.617488,19.9902053110873,4.60428888888889,0,2,91,0.0001677
"22","PP113","M42003-1008",2751.4316840978,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-110.3033,34.9394,-79.727664,40.617488,19.9902053110873,65.3253586956522,0,0,91,0.00055655
"23","PP1131","M42003-1008",1080.09674671386,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-92.4394,42.5267,-79.727664,40.617488,19.9902053110873,5.26251315789474,0,16,91,0.00014771
"24","PP1167","M42003-1008",956.299966702664,3,0.00138802490501484,0.54203770340547,0.722159285915724,0,1000,"06-01","08-31",2005,13,5,-91.0569,41.3917,-79.727664,40.617488,19.9902053110873,9.19611956521739,0,0,91,0.00076898
"25","PP1175","M42003-1008",1111.63723423407,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-92.9144,41.3981,-79.727664,40.617488,19.9902053110873,1.98909523809524,0,8,91,NA
"26","PP1217","M42003-1008",1317.3528991857,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-95.2569,43.1606,-79.727664,40.617488,19.9902053110873,6.16370930232558,0,6,91,0.00017721
"27","PP1218","M42003-1008",936.999452010811,3,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-90.8233,41.4569,-79.727664,40.617488,19.9902053110873,22.8831282051282,0,14,91,NA
"28","PP1239","M42003-1008",1356.01718135023,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-94.6986,37.0719,-79.727664,40.617488,19.9902053110873,12.3639534883721,0,6,91,0.00044493
"29","PP1241","M42003-1008",1305.72529607076,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-94.6389,38.3472,-79.727664,40.617488,19.9902053110873,86.4613409090909,0,4,91,0.00335084
"30","PP1250","M42003-1008",1340.93511652012,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-95.2692,39.0072,-79.727664,40.617488,19.9902053110873,11.8929885057471,0,5,91,0.00049593
"31","PP1252","M42003-1008",1365.02539386439,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-95.5669,39.0522,-79.727664,40.617488,19.9902053110873,14.3125652173913,0,0,91,0.0005268
"32","PP126","M42003-1008",2932.30516494509,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-110.9047,32.16,-79.727664,40.617488,19.9902053110873,11.3513804347826,0,0,91,6.547e-05
"33","PP127","M42003-1008",1864.31964967027,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-99.1753,34.0825,-79.727664,40.617488,19.9902053110873,13.9272666666667,0,2,91,0.00026336
"34","PP1295","M42003-1008",1284.43625695086,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-94.6405,39.1486,-79.727664,40.617488,19.9902053110873,19.2452386363636,0,4,91,0.00073821
"35","PP1353","M42003-1008",368.424646731258,1,0.00580071578388972,0.0363913473854863,0.132378637259002,0,1000,"06-01","08-31",2005,13,5,-82.6176,38.1707,-79.727664,40.617488,19.9902053110873,143.361094117647,0,7,91,0.018502695
"36","PP1355","M42003-1008",532.877319057653,1,0.0245767716625807,0.000152330774446793,0.00346084829664206,1,1000,"06-01","08-31",2005,13,5,-84.7139,37.7889,-79.727664,40.617488,19.9902053110873,162.904101265823,0,13,91,0.01319406
"37","PP1356","M42003-1008",500.185693043223,1,0.0066359612100608,0.0250657787422347,0.10403904958716,0,1000,"06-01","08-31",2005,13,5,-85.035,38.7497,-79.727664,40.617488,19.9902053110873,158.662011363636,0,4,91,0.034019995
"38","PP136","M42003-1008",1219.882005506,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-81.6339,29.7333,-79.727664,40.617488,19.9902053110873,94.4782826086957,0,0,91,7.507e-05
"39","PP1361","M42003-1008",525.510389628263,1,0.0436339493028077,0.00115050479807665,0.016020470037734,1,1000,"06-01","08-31",2005,13,5,-84.8483,38.0478,-79.727664,40.617488,19.9902053110873,9.6974347826087,0,0,91,NA
"40","PP1363","M42003-1008",595.418456142766,1,0.00317611615356326,0.505393822205825,0.699089404219917,0,1000,"06-01","08-31",2005,13,5,-85.8894,38.1828,-79.727664,40.617488,19.9902053110873,57.4235632183908,0,5,91,0.006715855
"41","PP1364","M42003-1008",604.076959924791,1,-0.00907921679005512,0.0621007615036563,0.190569872386813,0,1000,"06-01","08-31",2005,13,5,-85.91,38.0531,-79.727664,40.617488,19.9902053110873,69.6929661016949,0,33,91,0.009139795
"42","PP1372","M42003-1008",745.087628049168,2,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-87.5912,37.8453,-79.727664,40.617488,19.9902053110873,6.61208333333333,0,80,91,NA
"43","PP1374","M42003-1008",706.212057173836,2,0.0158107941845562,0.141495097629161,0.347703999452182,0,1000,"06-01","08-31",2005,13,5,-87.0597,37.7958,-79.727664,40.617488,19.9902053110873,16.827358974359,0,14,91,0.00199323
"44","PP1378","M42003-1008",730.410200919442,2,-0.00294414816074696,0.516182117112046,0.70661294044408,0,1000,"06-01","08-31",2005,13,5,-86.9783,37.2608,-79.727664,40.617488,19.9902053110873,299.692436619718,0,21,91,0.01672509
"45","PP1379","M42003-1008",873.61973943802,2,0.002529157047975,0.0920026259498699,0.249253976161258,0,1000,"06-01","08-31",2005,13,5,-88.775,37.1517,-79.727664,40.617488,19.9902053110873,108.766151898734,0,13,91,0.005614375
"46","PP1381","M42003-1008",676.663511429478,2,1.68474280947406e-05,0.996122178734664,0.997662970967819,0,1000,"06-01","08-31",2005,13,5,-86.7917,37.9628,-79.727664,40.617488,19.9902053110873,162.479735632184,0,5,91,0.028750845
"47","PP1382","M42003-1008",748.407724626147,2,0.00836289143560705,0.336561561520116,0.571228338359829,0,1000,"06-01","08-31",2005,13,5,-87.5028,37.6472,-79.727664,40.617488,19.9902053110873,11.1061111111111,0,2,91,0.00106217
