"","PP","Monitor","distance","lag","gams.coeff","p.value","p.value_adj","edge","max.distance","start.day","end.day","year","wind.speed","knots","PP.longitude","PP.latitude","M.longitude","M.latitude","avgPM","avgemissions","PM.NAdays","emissions.NAdays","total.days","inmapPM"
"1","PP10","M39113-0032",857.421141605848,2,0.0031579007514595,0.155942158004616,0.354384613993909,0,1000,"06-01","08-31",2005,13,5,-87.7811,32.6017,-84.187678,39.760659,20.0342684954023,142.732260869565,0,0,91,NA
"2","PP1001","M39113-0032",277.846894506887,0,0.00730438538731824,0.0515492521694045,0.170252274107687,0,1000,"06-01","08-31",2005,13,5,-87.4272,39.9239,-84.187678,39.760659,20.0342684954023,232.484772727273,0,4,91,NA
"3","PP10075","M39113-0032",1018.74045538419,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-90.9111,47.5314,-84.187678,39.760659,20.0342684954023,15.3283,0,22,91,NA
"4","PP1008","M39113-0032",219.205880682689,0,0.0103373191197854,0.216994391312481,0.445153133908579,0,1000,"06-01","08-31",2005,13,5,-85.8381,38.2636,-84.187678,39.760659,20.0342684954023,177.649362068966,0,34,91,NA
"5","PP1010","M39113-0032",279.008641871596,0,-0.00260202126101129,0.456326845228754,0.698830147756045,0,1000,"06-01","08-31",2005,13,5,-87.4247,39.53,-84.187678,39.760659,20.0342684954023,193.883464788732,0,21,91,NA
"6","PP1012","M39113-0032",341.271456867179,1,0.0089648973930967,0.185976214744575,0.395582772972699,0,1000,"06-01","08-31",2005,13,5,-87.3267,37.91,-84.187678,39.760659,20.0342684954023,17.1713448275862,0,5,91,NA
"7","PP10343","M39113-0032",667.656000299571,2,-0.00769694547192061,0.0222601998469039,0.0921068269136985,0,1000,"06-01","08-31",2005,13,5,-76.4539,40.8092,-84.187678,39.760659,20.0342684954023,1.51985227272727,0,4,91,NA
"8","PP1040","M39113-0032",60.7986432957895,0,0.00408911458082661,0.0700133259223379,0.211486534087723,0,1000,"06-01","08-31",2005,13,5,-84.8953,39.8028,-84.187678,39.760659,20.0342684954023,35.7298695652174,0,0,91,NA
"9","PP1043","M39113-0032",299.651011348205,0,0.0263272126805346,0.000470364532578508,0.00692892549073589,1,1000,"06-01","08-31",2005,13,5,-87.2662,38.5201,-84.187678,39.760659,20.0342684954023,52.81425,0,40,91,NA
"10","PP1046","M39113-0032",622.341796911956,1,0.00783000856970855,0.0585780000959145,0.186717375305727,0,1000,"06-01","08-31",2005,13,5,-90.6527,42.506,-84.187678,39.760659,20.0342684954023,6.44823684210526,0,54,91,NA
"11","PP1048","M39113-0032",558.584112030188,1,-0.0048467158662981,0.261104722752179,0.513544983852492,0,1000,"06-01","08-31",2005,13,5,-90.2345,41.8081,-84.187678,39.760659,20.0342684954023,15.2080543478261,0,0,91,NA
"12","PP1058","M39113-0032",676.931692284011,2,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-91.6686,41.9839,-84.187678,39.760659,20.0342684954023,3.2285,0,84,91,NA
"13","PP1073","M39113-0032",673.147543875352,2,0.00623265301850262,0.156941031357894,0.356285384852859,0,1000,"06-01","08-31",2005,13,5,-91.6386,41.9439,-84.187678,39.760659,20.0342684954023,13.1931463414634,0,10,91,NA
"14","PP1077","M39113-0032",773.351260227914,2,0.00557642789284249,0.404806669314475,0.664974551166025,0,1000,"06-01","08-31",2005,13,5,-92.8627,42.0472,-84.187678,39.760659,20.0342684954023,8.76861038961039,0,15,91,NA
"15","PP10773","M39113-0032",519.648842823714,1,0.00325438021391625,0.608378785502767,0.78527055715572,0,1000,"06-01","08-31",2005,13,5,-79.2726,37.1183,-84.187678,39.760659,20.0342684954023,0.383228915662651,0,9,91,NA
"16","PP10774","M39113-0032",717.904273887125,2,0.00442801615649988,0.660396001835868,0.808884184142634,0,1000,"06-01","08-31",2005,13,5,-76.9953,36.6525,-84.187678,39.760659,20.0342684954023,0.516945652173913,0,0,91,NA
