"","PP","Monitor","distance","lag","gams.coeff","p.value","p.value_adj","edge","max.distance","start.day","end.day","year","wind.speed","knots","PP.longitude","PP.latitude","M.longitude","M.latitude","avgPM","avgemissions","PM.NAdays","emissions.NAdays","total.days","inmapPM"
"1","PP10","M46013-0003",1698.81214455793,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-87.7811,32.6017,-98.486111,45.4625,13.0150051498608,142.732260869565,0,0,91,5.913e-05
"2","PP1001","M46013-0003",1093.77874585162,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-87.4272,39.9239,-98.486111,45.4625,13.0150051498608,232.484772727273,0,4,91,7.96e-06
"3","PP10075","M46013-0003",625.000745352111,2,0.0110023114373977,0.0992603195327323,0.349791026617671,0,1000,"06-01","08-31",2005,13,5,-90.9111,47.5314,-98.486111,45.4625,13.0150051498608,15.3283,0,22,91,5.824e-05
"4","PP1008","M46013-0003",1317.26440663667,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-85.8381,38.2636,-98.486111,45.4625,13.0150051498608,177.649362068966,0,34,91,1.71e-06
"5","PP1010","M46013-0003",1121.3013756373,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-87.4247,39.53,-98.486111,45.4625,13.0150051498608,193.883464788732,0,21,91,6.5e-06
"6","PP1012","M46013-0003",1249.56978346572,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-87.3267,37.91,-98.486111,45.4625,13.0150051498608,17.1713448275862,0,5,91,8.3e-07
"7","PP10343","M46013-0003",1858.89530057159,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-76.4539,40.8092,-98.486111,45.4625,13.0150051498608,1.51985227272727,0,4,91,0
"8","PP1040","M46013-0003",1277.40494528582,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-84.8953,39.8028,-98.486111,45.4625,13.0150051498608,35.7298695652174,0,0,91,9.1e-07
"9","PP1043","M46013-0003",1205.86051799811,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-87.2662,38.5201,-98.486111,45.4625,13.0150051498608,52.81425,0,40,91,3.72e-06
"10","PP1046","M46013-0003",708.688059460652,2,-0.0043914274425773,0.51477681493945,0.775266287559412,0,1000,"06-01","08-31",2005,13,5,-90.6527,42.506,-98.486111,45.4625,13.0150051498608,6.44823684210526,0,54,91,1.955e-06
"11","PP1048","M46013-0003",779.302632326274,2,-0.00414112733218787,0.620232945796916,0.85058833588896,0,1000,"06-01","08-31",2005,13,5,-90.2345,41.8081,-98.486111,45.4625,13.0150051498608,15.2080543478261,0,0,91,1.48e-06
