"","PP","Monitor","distance","lag","gams.coeff","p.value","p.value_adj","edge","max.distance","start.day","end.day","year","wind.speed","knots","PP.longitude","PP.latitude","M.longitude","M.latitude","avgPM","avgemissions","PM.NAdays","emissions.NAdays","total.days","inmapPM"
"1","PP10","M55139-0011",1275.28569132215,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-87.7811,32.6017,-88.529722,44.075278,NA,142.732260869565,92,0,91,0.00012215
"2","PP1001","M55139-0011",470.058812075207,1,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-87.4272,39.9239,-88.529722,44.075278,NA,232.484772727273,92,4,91,0.00093437
"3","PP10075","M55139-0011",426.367856454028,1,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-90.9111,47.5314,-88.529722,44.075278,NA,15.3283,92,22,91,0.00177945
"4","PP1008","M55139-0011",683.70983539389,2,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-85.8381,38.2636,-88.529722,44.075278,NA,177.649362068966,92,34,91,7.461e-05
"5","PP1010","M55139-0011",513.116366226712,1,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-87.4247,39.53,-88.529722,44.075278,NA,193.883464788732,92,21,91,0.00056482
"6","PP1012","M55139-0011",692.103724940777,2,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-87.3267,37.91,-88.529722,44.075278,NA,17.1713448275862,92,5,91,2.268e-05
"7","PP10343","M55139-0011",1056.46930690137,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-76.4539,40.8092,-88.529722,44.075278,NA,1.51985227272727,92,4,91,1e-08
"8","PP1040","M55139-0011",562.040325759874,1,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-84.8953,39.8028,-88.529722,44.075278,NA,35.7298695652174,92,0,91,4.351e-05
"9","PP1043","M55139-0011",625.949529592288,2,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-87.2662,38.5201,-88.529722,44.075278,NA,52.81425,92,40,91,0.00017098
"10","PP1046","M55139-0011",245.09638279386,0,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-90.6527,42.506,-88.529722,44.075278,NA,6.44823684210526,92,54,91,0.00297283
"11","PP1048","M55139-0011",287.727402457163,0,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-90.2345,41.8081,-88.529722,44.075278,NA,15.2080543478261,92,0,91,0.00206182
"12","PP1058","M55139-0011",345.533919064854,1,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-91.6686,41.9839,-88.529722,44.075278,NA,3.2285,92,84,91,NA
"13","PP1073","M55139-0011",346.806051923018,1,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-91.6386,41.9439,-88.529722,44.075278,NA,13.1931463414634,92,10,91,0.00514796
"14","PP1077","M55139-0011",418.6554904027,1,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-92.8627,42.0472,-88.529722,44.075278,NA,8.76861038961039,92,15,91,0.00362331
"15","PP10773","M55139-0011",1099.01704085905,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-79.2726,37.1183,-88.529722,44.075278,NA,0.383228915662651,92,9,91,5e-08
"16","PP10774","M55139-0011",1278.12480948647,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-76.9953,36.6525,-88.529722,44.075278,NA,0.516945652173913,92,0,91,1.1e-07
"17","PP108","M55139-0011",1247.48336429383,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-100.9725,37.9306,-88.529722,44.075278,NA,4.60642391304348,92,0,91,0.00069705
"18","PP1081","M55139-0011",322.35003060545,1,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-90.4483,41.5404,-88.529722,44.075278,NA,8.83638202247191,92,3,91,0.00092737
"19","PP1091","M55139-0011",666.672427648808,2,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-96.3797,42.3251,-88.529722,44.075278,NA,69.104988372093,92,6,91,0.01777532
"20","PP1104","M55139-0011",427.164994305114,1,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-91.1168,40.7412,-88.529722,44.075278,NA,15.6445384615385,92,1,91,0.00125319
"21","PP1122","M55139-0011",472.116440259004,1,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-93.6069,42.0247,-88.529722,44.075278,NA,4.60428888888889,92,2,91,0.00145886
"22","PP113","M55139-0011",2120.30774019944,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-110.3033,34.9394,-88.529722,44.075278,NA,65.3253586956522,92,0,91,0.00169522
"23","PP1131","M55139-0011",360.830787574021,1,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-92.4394,42.5267,-88.529722,44.075278,NA,5.26251315789474,92,16,91,0.00231526
"24","PP1167","M55139-0011",362.866585615758,1,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-91.0569,41.3917,-88.529722,44.075278,NA,9.19611956521739,92,0,91,0.00281101
"25","PP1175","M55139-0011",466.106540933331,1,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-92.9144,41.3981,-88.529722,44.075278,NA,1.98909523809524,92,8,91,NA
"26","PP1217","M55139-0011",552.271732293812,1,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-95.2569,43.1606,-88.529722,44.075278,NA,6.16370930232558,92,6,91,0.00266089
"27","PP1218","M55139-0011",346.157493169037,1,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-90.8233,41.4569,-88.529722,44.075278,NA,22.8831282051282,92,14,91,NA
"28","PP1239","M55139-0011",936.198862332798,3,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-94.6986,37.0719,-88.529722,44.075278,NA,12.3639534883721,92,6,91,0.00050333
"29","PP1241","M55139-0011",816.311767551037,2,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-94.6389,38.3472,-88.529722,44.075278,NA,86.4613409090909,92,4,91,0.00578689
"30","PP1250","M55139-0011",795.135256279193,2,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-95.2692,39.0072,-88.529722,44.075278,NA,11.8929885057471,92,5,91,0.00155771
"31","PP1252","M55139-0011",809.245532745486,2,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-95.5669,39.0522,-88.529722,44.075278,NA,14.3125652173913,92,0,91,0.00145523
"32","PP126","M55139-0011",2353.85913759851,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-110.9047,32.16,-88.529722,44.075278,NA,11.3513804347826,92,0,91,0.00016273
"33","PP127","M55139-0011",1439.39796243979,NA,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-99.1753,34.0825,-88.529722,44.075278,NA,13.9272666666667,92,2,91,0.00080871
"34","PP1295","M55139-0011",747.129212118771,2,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-94.6405,39.1486,-88.529722,44.075278,NA,19.2452386363636,92,4,91,0.00152197
"35","PP1353","M55139-0011",822.005461380397,2,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-82.6176,38.1707,-88.529722,44.075278,NA,143.361094117647,92,7,91,1.194e-05
"36","PP1355","M55139-0011",768.313507697328,2,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-84.7139,37.7889,-88.529722,44.075278,NA,162.904101265823,92,13,91,5.35e-05
"37","PP1356","M55139-0011",659.544251541251,2,NA,NA,NA,NA,1000,"06-01","08-31",2005,13,5,-85.035,38.7497,-88.529722,44.075278,NA,158.662011363636,92,4,91,0.00012056
