"","PP","Monitor","distance","lag","gams.coeff","p.value","p.value_adj","edge","max.distance","start.date","end.date","wind.speed","knots","PP.longitude","PP.latitude","M.longitude","M.latitude","avgPM","avgemissions","PM.NAdays","emissions.NAdays","total.days","bearing"
"1","PP10","M01003-0010",233.45170885407,0,0.00355225767934985,0.201826925521932,0.521386224264991,0,1000,2005-06-01,2005-08-31,13,5,-87.7811,32.6017,-87.881412,30.498001,12.0070652173913,142.732260869565,0,0,91,182.364702227841
"2","PP1001","M01003-0010",1046.57975484604,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-87.4272,39.9239,-87.881412,30.498001,12.0070652173913,232.484772727273,0,4,91,182.398637833276
"3","PP10075","M01003-0010",1908.74087646621,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-90.9111,47.5314,-87.881412,30.498001,12.0070652173913,15.3283,0,22,91,171.105819410674
"4","PP1008","M01003-0010",881.628012821125,2,-0.00298779815922371,0.778091893478093,0.910907765975314,0,1000,2005-06-01,2005-08-31,13,5,-85.8381,38.2636,-87.881412,30.498001,12.0070652173913,177.649362068966,0,34,91,192.894878153683
"5","PP1010","M01003-0010",1002.89426015028,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-87.4247,39.53,-87.881412,30.498001,12.0070652173913,193.883464788732,0,21,91,182.516045336675
"6","PP1012","M01003-0010",823.776569457346,2,-0.00490133700130602,0.551824708589602,0.800443353841542,0,1000,2005-06-01,2005-08-31,13,5,-87.3267,37.91,-87.881412,30.498001,12.0070652173913,17.1713448275862,0,5,91,183.716789067358
"7","PP10343","M01003-0010",1539.86629862666,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-76.4539,40.8092,-87.881412,30.498001,12.0070652173913,1.51985227272727,0,4,91,225.613989207289
"8","PP1040","M01003-0010",1067.38482672893,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-84.8953,39.8028,-87.881412,30.498001,12.0070652173913,35.7298695652174,0,0,91,195.647100043911
"9","PP1043","M01003-0010",891.700321362145,2,0.00962408163294631,0.282583085439727,0.610762246418534,0,1000,2005-06-01,2005-08-31,13,5,-87.2662,38.5201,-87.881412,30.498001,12.0070652173913,52.81425,0,40,91,183.810111119047
"10","PP1046","M01003-0010",1355.24196615717,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-90.6527,42.506,-87.881412,30.498001,12.0070652173913,6.44823684210526,0,54,91,168.596281509089
"11","PP1048","M01003-0010",1272.59995926994,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-90.2345,41.8081,-87.881412,30.498001,12.0070652173913,15.2080543478261,0,0,91,169.709092246249
"12","PP1058","M01003-0010",1318.82647809417,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-91.6686,41.9839,-87.881412,30.498001,12.0070652173913,3.2285,0,84,91,163.891516682704
"13","PP1073","M01003-0010",1313.86867099049,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-91.6386,41.9439,-87.881412,30.498001,12.0070652173913,13.1931463414634,0,10,91,163.96133002847
"14","PP1077","M01003-0010",1356.80525350279,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-92.8627,42.0472,-87.881412,30.498001,12.0070652173913,8.76861038961039,0,15,91,159.225987981318
"15","PP10773","M01003-0010",1082.854758883,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-79.2726,37.1183,-87.881412,30.498001,12.0070652173913,0.383228915662651,0,9,91,229.819402976813
"16","PP10774","M01003-0010",1218.29622169366,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-76.9953,36.6525,-87.881412,30.498001,12.0070652173913,0.516945652173913,0,0,91,239.0782705423
"17","PP108","M01003-0010",1458.83546873767,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-100.9725,37.9306,-87.881412,30.498001,12.0070652173913,4.60642391304348,0,0,91,120.515715699902
"18","PP1081","M01003-0010",1246.76098484755,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-90.4483,41.5404,-87.881412,30.498001,12.0070652173913,8.83638202247191,0,3,91,168.530128291509
"19","PP1091","M01003-0010",1515.80438877669,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-96.3797,42.3251,-87.881412,30.498001,12.0070652173913,69.104988372093,0,6,91,147.224995337637
"20","PP1104","M01003-0010",1173.45732213445,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-91.1168,40.7412,-87.881412,30.498001,12.0070652173913,15.6445384615385,0,1,91,164.570628262366
"21","PP1122","M01003-0010",1377.79901245227,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-93.6069,42.0247,-87.881412,30.498001,12.0070652173913,4.60428888888889,0,2,91,156.334757539579
"22","PP113","M01003-0010",2153.95044385826,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-110.3033,34.9394,-87.881412,30.498001,12.0070652173913,65.3253586956522,0,0,91,96.901425685046
"23","PP1131","M01003-0010",1395.28457154946,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-92.4394,42.5267,-87.881412,30.498001,12.0070652173913,5.26251315789474,0,16,91,161.591186213242
"24","PP1167","M01003-0010",1241.99486890709,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-91.0569,41.3917,-87.881412,30.498001,12.0070652173913,9.19611956521739,0,0,91,165.706573517877
"25","PP1175","M01003-0010",1291.26651957747,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-92.9144,41.3981,-87.881412,30.498001,12.0070652173913,1.98909523809524,0,8,91,157.896913295027
"26","PP1217","M01003-0010",1550.06148596286,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-95.2569,43.1606,-87.881412,30.498001,12.0070652173913,6.16370930232558,0,6,91,152.609494974994
"27","PP1218","M01003-0010",1244.38911339035,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-90.8233,41.4569,-87.881412,30.498001,12.0070652173913,22.8831282051282,0,14,91,166.80251959268
"28","PP1239","M01003-0010",963.934338196945,3,-0.000347426363840844,0.91352398051887,0.965972215272778,0,1000,2005-06-01,2005-08-31,13,5,-94.6986,37.0719,-87.881412,30.498001,12.0070652173913,12.3639534883721,0,6,91,137.161861436879
"29","PP1241","M01003-0010",1068.84011525116,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-94.6389,38.3472,-87.881412,30.498001,12.0070652173913,86.4613409090909,0,4,91,142.527239353858
"30","PP1250","M01003-0010",1160.35222906682,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-95.2692,39.0072,-87.881412,30.498001,12.0070652173913,11.8929885057471,0,5,91,142.199746831329
"31","PP1252","M01003-0010",1180.25231408794,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-95.5669,39.0522,-87.881412,30.498001,12.0070652173913,14.3125652173913,0,0,91,141.183034461754
"32","PP126","M01003-0010",2194.79288250955,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-110.9047,32.16,-87.881412,30.498001,12.0070652173913,11.3513804347826,0,0,91,88.6963320349344
"33","PP127","M01003-0010",1134.83504822657,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-99.1753,34.0825,-87.881412,30.498001,12.0070652173913,13.9272666666667,0,2,91,107.398786374173
