"","PP","Monitor","distance","lag","gams.coeff","p.value","p.value_adj","edge","max.distance","start.date","end.date","wind.speed","knots","PP.longitude","PP.latitude","M.longitude","M.latitude","avgPM","avgemissions","PM.NAdays","emissions.NAdays","total.days","bearing"
"24","PP1167","M01073-2003",948.867291913959,3,-0.00112173837438123,0.323315750255699,0.651163094103791,0,1000,2005-06-01,2005-08-31,13,5,-91.0569,41.3917,-86.924167,33.499722,21.9478260869565,9.19611956521739,0,0,91,156.054443480357
"25","PP1175","M01073-2003",1023.76159199611,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-92.9144,41.3981,-86.924167,33.499722,21.9478260869565,1.98909523809524,0,8,91,146.971146236458
"26","PP1217","M01073-2003",1294.94820460754,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-95.2569,43.1606,-86.924167,33.499722,21.9478260869565,6.16370930232558,0,6,91,143.13361677292
"27","PP1218","M01073-2003",947.814299194551,3,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-90.8233,41.4569,-86.924167,33.499722,21.9478260869565,22.8831282051282,0,14,91,157.456426243938
"28","PP1239","M01073-2003",810.302717130259,2,8.07970885325428e-05,0.957655640554458,0.984942238576436,0,1000,2005-06-01,2005-08-31,13,5,-94.6986,37.0719,-86.924167,33.499722,21.9478260869565,12.3639534883721,0,6,91,116.974860702208
"29","PP1241","M01073-2003",879.249995601058,2,-0.00105405921436398,0.57215063959023,0.809858084585661,0,1000,2005-06-01,2005-08-31,13,5,-94.6389,38.3472,-86.924167,33.499722,21.9478260869565,86.4613409090909,0,4,91,125.36880015408
"30","PP1250","M01073-2003",966.699168030962,3,0.00227308719415614,0.390992620883435,0.696677760846848,0,1000,2005-06-01,2005-08-31,13,5,-95.2692,39.0072,-86.924167,33.499722,21.9478260869565,11.8929885057471,0,5,91,126.640971344048
"31","PP1252","M01073-2003",990.447455233948,3,0.000618164967903499,0.7009304361981,0.88027187339431,0,1000,2005-06-01,2005-08-31,13,5,-95.5669,39.0522,-86.924167,33.499722,21.9478260869565,14.3125652173913,0,0,91,125.802763298608
"32","PP126","M01073-2003",2245.28102343716,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-110.9047,32.16,-86.924167,33.499722,21.9478260869565,11.3513804347826,0,0,91,79.7008245936411
"33","PP127","M01073-2003",1135.74030666294,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-99.1753,34.0825,-86.924167,33.499722,21.9478260869565,13.9272666666667,0,2,91,89.8324403270779
"34","PP1295","M01073-2003",933.657473034872,2,0.00316874349112676,0.0763669558858389,0.322912052045197,0,1000,2005-06-01,2005-08-31,13,5,-94.6405,39.1486,-86.924167,33.499722,21.9478260869565,19.2452386363636,0,4,91,129.790061370384
"35","PP1353","M01073-2003",647.897088882366,2,-0.000553666420030026,0.673347577584773,0.864250434712043,0,1000,2005-06-01,2005-08-31,13,5,-82.6176,38.1707,-86.924167,33.499722,21.9478260869565,143.361094117647,0,7,91,218.180487272099
"36","PP1355","M01073-2003",516.237052685238,1,0.012366199373833,2.68643694217789e-05,0.00248644663648242,1,1000,2005-06-01,2005-08-31,13,5,-84.7139,37.7889,-86.924167,33.499722,21.9478260869565,162.904101265823,0,13,91,203.46491757795
"37","PP1356","M01073-2003",606.822151218971,1,-0.00102376579639507,0.499418710079753,0.768265531849371,0,1000,2005-06-01,2005-08-31,13,5,-85.035,38.7497,-86.924167,33.499722,21.9478260869565,158.662011363636,0,4,91,196.838541155261
"38","PP136","M01073-2003",652.78768715969,2,0.00291991665144294,0.131765436202203,0.440512008793993,0,1000,2005-06-01,2005-08-31,13,5,-81.6339,29.7333,-86.924167,33.499722,21.9478260869565,94.4782826086957,0,0,91,311.122756290683
"39","PP1361","M01073-2003",538.367661656417,1,0.00346712824568228,0.636779714634434,0.847902898148194,0,1000,2005-06-01,2005-08-31,13,5,-84.8483,38.0478,-86.924167,33.499722,21.9478260869565,9.6974347826087,0,0,91,201.017124636777
"40","PP1363","M01073-2003",527.951255330677,1,-0.00235981109793998,0.331456802141011,0.653555261661209,0,1000,2005-06-01,2005-08-31,13,5,-85.8894,38.1828,-86.924167,33.499722,21.9478260869565,57.4235632183908,0,5,91,190.505251821369
"41","PP1364","M01073-2003",513.467153472406,1,-0.00798806080396271,0.0170707175208656,0.142002003844215,0,1000,2005-06-01,2005-08-31,13,5,-85.91,38.0531,-86.924167,33.499722,21.9478260869565,69.6929661016949,0,33,91,190.58684564602
"42","PP1372","M01073-2003",485.921606402874,1,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-87.5912,37.8453,-86.924167,33.499722,21.9478260869565,6.61208333333333,0,80,91,172.664532711035
"43","PP1374","M01073-2003",476.822730700436,1,0.00235593975004217,0.651732392972393,0.850385319837123,0,1000,2005-06-01,2005-08-31,13,5,-87.0597,37.7958,-86.924167,33.499722,21.9478260869565,16.827358974359,0,14,91,178.485071231262
"44","PP1378","M01073-2003",417.315024010128,1,-0.00310409786314056,0.180220485383666,0.509124068605713,0,1000,2005-06-01,2005-08-31,13,5,-86.9783,37.2608,-86.924167,33.499722,21.9478260869565,299.692436619718,0,21,91,179.308857620841
"45","PP1379","M01073-2003",438.707454996628,1,0.000937172358851953,0.228187992329722,0.561390407229485,0,1000,2005-06-01,2005-08-31,13,5,-88.775,37.1517,-86.924167,33.499722,21.9478260869565,108.766151898734,0,13,91,156.904217058948
"46","PP1381","M01073-2003",495.345904083696,1,0.00273589220972473,0.122588894236569,0.423720119913119,0,1000,2005-06-01,2005-08-31,13,5,-86.7917,37.9628,-86.924167,33.499722,21.9478260869565,162.479735632184,0,5,91,181.425376447855
"47","PP1382","M01073-2003",463.147716767004,1,-0.00454100775440671,0.305619715328103,0.636383902874817,0,1000,2005-06-01,2005-08-31,13,5,-87.5028,37.6472,-86.924167,33.499722,21.9478260869565,11.1061111111111,0,2,91,173.32748943416
"48","PP1383","M01073-2003",463.097727175887,1,-0.000613315306890108,0.951404171953254,0.983850448203965,0,1000,2005-06-01,2005-08-31,13,5,-87.5033,37.6467,-86.924167,33.499722,21.9478260869565,32.8824651162791,0,6,91,173.320974735833
"49","PP1384","M01073-2003",442.530830762684,1,0.00275425877017803,0.0663470827752677,0.29554609599892,0,1000,2005-06-01,2005-08-31,13,5,-84.5917,37,-86.924167,33.499722,21.9478260869565,65.7681956521739,0,0,91,209.342737388067
"50","PP1393","M01073-2003",699.670565241174,2,-0.00162132867962378,0.212682617877665,0.548752676712824,0,1000,2005-06-01,2005-08-31,13,5,-93.2917,30.2861,-86.924167,33.499722,21.9478260869565,42.2187826086957,0,0,91,57.7386483352939
"51","PP1552","M01073-2003",1145.47509460811,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-76.365,39.3269,-86.924167,33.499722,21.9478260869565,113.853950617284,0,11,91,238.906801340436
"52","PP1554","M01073-2003",1124.99888118295,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-76.5268,39.1781,-86.924167,33.499722,21.9478260869565,70.5514137931034,0,5,91,239.152862641755
"53","PP1570","M01073-2003",1057.74361934916,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-77.8269,39.595,-86.924167,33.499722,21.9478260869565,16.8623913043478,0,23,91,233.082372539301
"54","PP1571","M01073-2003",1078.31290892399,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-76.6861,38.5444,-86.924167,33.499722,21.9478260869565,169.991,0,0,91,241.855458023582
"55","PP1572","M01073-2003",1058.36344395525,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-77.4644,39.2086,-86.924167,33.499722,21.9478260869565,117.270988764045,0,3,91,236.159398003385
"56","PP1573","M01073-2003",1046.25630790272,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-76.9767,38.3592,-86.924167,33.499722,21.9478260869565,282.396275862069,0,5,91,242.006267288971
"57","PP160","M01073-2003",2153.32752487634,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-109.8931,32.0619,-86.924167,33.499722,21.9478260869565,5.73258695652174,0,0,91,79.5408048640332
"58","PP1606","M01073-2003",1588.89921922612,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-72.6053,42.2814,-86.924167,33.499722,21.9478260869565,11.3578555555556,0,2,91,236.860319899011
"59","PP1613","M01073-2003",1662.03591284461,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-71.146,41.737,-86.924167,33.499722,21.9478260869565,11.8615617977528,0,3,91,241.758311012426
"60","PP1619","M01073-2003",1657.42031927639,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-71.1914,41.7125,-86.924167,33.499722,21.9478260869565,87.0745487804878,0,10,91,241.748651879552
"61","PP1626","M01073-2003",1724.14172313765,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-70.8792,42.5267,-86.924167,33.499722,21.9478260869565,26.4023417721519,0,13,91,239.764129313189
"62","PP165","M01073-2003",820.847890335418,2,0.000976257741312631,0.233815127136906,0.56832467890835,0,1000,2005-06-01,2005-08-31,13,5,-95.2889,36.1906,-86.924167,33.499722,21.9478260869565,56.3204782608696,0,0,91,108.886407905282
"63","PP1695","M01073-2003",1084.42735301938,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-86.2417,43.2542,-86.924167,33.499722,21.9478260869565,38.7812272727273,0,4,91,183.36874076097
"64","PP1702","M01073-2003",1157.27126003835,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-83.8431,43.6425,-86.924167,33.499722,21.9478260869565,43.8132247191011,0,3,91,194.397051550395
"65","PP1710","M01073-2003",1046.48472305334,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-86.2036,42.9103,-86.924167,33.499722,21.9478260869565,123.691392405063,0,13,91,183.684949910683
"66","PP1720","M01073-2003",1157.27126003835,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-83.8431,43.6425,-86.924167,33.499722,21.9478260869565,33.6371071428571,0,8,91,194.397051550395
"67","PP1723","M01073-2003",969.862126849208,3,0.00229908669581227,0.161615087937614,0.483394500007297,0,1000,2005-06-01,2005-08-31,13,5,-83.4486,41.7917,-86.924167,33.499722,21.9478260869565,29.2719382716049,0,11,91,199.51666384522
"68","PP1731","M01073-2003",1207.59755828111,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-82.6436,43.8519,-86.924167,33.499722,21.9478260869565,6.24174074074074,0,11,91,199.332869100507
"69","PP1733","M01073-2003",983.187072340654,3,-0.00356214311681751,0.00933921157220423,0.103040572710545,0,1000,2005-06-01,2005-08-31,13,5,-83.3461,41.8917,-86.924167,33.499722,21.9478260869565,362.374127906977,0,6,91,199.833994188064
"70","PP1740","M01073-2003",1029.61216534449,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-83.1131,42.2733,-86.924167,33.499722,21.9478260869565,43.4543928571429,0,8,91,200.193877145436
"71","PP1743","M01073-2003",1099.51015418266,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-82.4719,42.7642,-86.924167,33.499722,21.9478260869565,130.560636363636,0,4,91,202.195515770543
"72","PP1745","M01073-2003",1012.06709856839,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-83.1811,42.1236,-86.924167,33.499722,21.9478260869565,84.8835930232558,0,6,91,200.174128711644
"73","PP1769","M01073-2003",1452.82419162901,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-87.395,46.5789,-86.924167,33.499722,21.9478260869565,60.9688,0,87,91,178.259271351477
"74","PP1825","M01073-2003",1064.2800603923,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-86.2342,43.0722,-86.924167,33.499722,21.9478260869565,3.03230434782609,0,0,91,183.469736838183
"75","PP1830","M01073-2003",1034.27981207991,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-86.1133,42.7956,-86.924167,33.499722,21.9478260869565,2.62830434782609,0,0,91,184.196064456351
"76","PP1831","M01073-2003",1043.95443599948,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-84.5586,42.7183,-86.924167,33.499722,21.9478260869565,20.787037037037,0,38,91,192.207115602234
"77","PP1832","M01073-2003",1039.40943925413,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-84.6572,42.6919,-86.924167,33.499722,21.9478260869565,8.01624096385542,0,9,91,191.742622722598
"78","PP1843","M01073-2003",1447.5386917559,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-87.3917,46.5314,-86.924167,33.499722,21.9478260869565,0.75495652173913,0,0,91,178.265271312935
"79","PP1866","M01073-2003",1021.89756744873,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-83.1453,42.2081,-86.924167,33.499722,21.9478260869565,5.07834444444444,0,2,91,200.17246515674
"80","PP1891","M01073-2003",1619.08345425913,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-92.1619,47.5306,-86.924167,33.499722,21.9478260869565,5.47512359550562,0,3,91,162.33566864459
"81","PP1893","M01073-2003",1629.79041694065,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-93.6531,47.2603,-86.924167,33.499722,21.9478260869565,53.6440449438202,0,3,91,157.233729313741
"82","PP1904","M01073-2003",1368.52908804846,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-93.2501,44.8108,-86.924167,33.499722,21.9478260869565,9.50389655172414,0,5,91,154.407395715227
"83","PP1912","M01073-2003",1376.02529304007,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-93.1075,44.9331,-86.924167,33.499722,21.9478260869565,11.5196,0,87,91,155.165074049878
"84","PP1915","M01073-2003",1375.24190764784,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-92.7786,45.03,-86.924167,33.499722,21.9478260869565,87.5867441860465,0,6,91,156.548790596545
"85","PP1927","M01073-2003",1390.40935407835,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-93.2753,45.0203,-86.924167,33.499722,21.9478260869565,34.781,0,19,91,154.724931928382
"86","PP1943","M01073-2003",1617.60949302892,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-96.0428,46.29,-86.924167,33.499722,21.9478260869565,8.94285869565217,0,0,91,148.180455191008
"87","PP1961","M01073-2003",1247.78681964894,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-92.9626,43.7014,-86.924167,33.499722,21.9478260869565,7.28446153846154,0,1,91,153.145158880743
"88","PP2008","M01073-2003",1263.14359764275,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-92.4597,44.0281,-86.924167,33.499722,21.9478260869565,6.58164935064935,0,15,91,155.841531429552
"89","PP2049","M01073-2003",393.09104111822,1,0.00485054663546876,0.221754633269336,0.557930260072383,0,1000,2005-06-01,2005-08-31,13,5,-89.0265,30.4408,-86.924167,33.499722,21.9478260869565,91.5719222222222,0,2,91,29.8133108109282
"90","PP207","M01073-2003",611.224232421205,1,0.00058036540868434,0.703364125540076,0.880394164650463,0,1000,2005-06-01,2005-08-31,13,5,-81.5508,30.4311,-86.924167,33.499722,21.9478260869565,64.6104130434783,0,0,91,305.219258973015
"91","PP2076","M01073-2003",816.970817164444,2,-0.00181327049300959,0.00619279841954036,0.0822649617169609,0,1000,2005-06-01,2005-08-31,13,5,-94.5913,37.3596,-86.924167,33.499722,21.9478260869565,38.188402173913,0,0,91,119.326302442071
"92","PP2079","M01073-2003",921.606922432564,2,-0.00987177969880144,0.322559468790724,0.651163094103791,0,1000,2005-06-01,2005-08-31,13,5,-94.4778,39.1306,-86.924167,33.499722,21.9478260869565,7.04923333333333,0,2,91,130.354326621405
"93","PP2080","M01073-2003",827.350938506861,2,0.00194712913798366,0.54706546253918,0.795297609590117,0,1000,2005-06-01,2005-08-31,13,5,-93.9331,38.3108,-86.924167,33.499722,21.9478260869565,40.352875,0,36,91,128.052771376416
"94","PP2094","M01073-2003",906.045182007832,2,-0.00268477443124288,0.171581783237224,0.497139566736025,0,1000,2005-06-01,2005-08-31,13,5,-94.1861,39.1778,-86.924167,33.499722,21.9478260869565,35.5626666666667,0,5,91,131.816272851532
"95","PP2098","M01073-2003",990.857108568631,3,-0.00277808822459667,0.505844675384262,0.771370878866478,0,1000,2005-06-01,2005-08-31,13,5,-94.8773,39.7246,-86.924167,33.499722,21.9478260869565,9.27487640449438,0,3,91,131.7159264914
"96","PP2103","M01073-2003",662.683683547187,2,0.000530023529749854,0.777986855978906,0.90765133197539,0,1000,2005-06-01,2005-08-31,13,5,-90.8361,38.5583,-86.924167,33.499722,21.9478260869565,161.545647727273,0,4,91,146.694485929586
"97","PP2104","M01073-2003",624.841497051366,2,0.00213493766482336,0.380157804437948,0.690209286233082,0,1000,2005-06-01,2005-08-31,13,5,-90.3358,38.4017,-86.924167,33.499722,21.9478260869565,55.2587906976744,0,6,91,149.477703946141
"98","PP2107","M01073-2003",672.834321051581,2,0.000360353080220201,0.894707687803716,0.956503406439769,0,1000,2005-06-01,2005-08-31,13,5,-90.2917,38.9158,-86.924167,33.499722,21.9478260869565,159.951093023256,0,6,91,152.245946972392
"99","PP2123","M01073-2003",776.170643217569,2,0.00144473029553432,0.639816958938641,0.849365954702353,0,1000,2005-06-01,2005-08-31,13,5,-92.3175,38.9658,-86.924167,33.499722,21.9478260869565,6.25521052631579,0,54,91,139.734474154354
"100","PP2132","M01073-2003",908.845678201413,2,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-94.3261,39.0919,-86.924167,33.499722,21.9478260869565,19.9732555555556,0,2,91,130.777599395753
"101","PP2161","M01073-2003",701.350145628027,2,0.00360017550968795,0.0202393845374026,0.156105623330152,0,1000,2005-06-01,2005-08-31,13,5,-93.2592,37.1086,-86.924167,33.499722,21.9478260869565,12.4059239130435,0,0,91,122.931893241688
"102","PP2167","M01073-2003",412.076090889198,1,0.00424107266140321,0.326849070653719,0.652132397256402,0,1000,2005-06-01,2005-08-31,13,5,-89.5617,36.5147,-86.924167,33.499722,21.9478260869565,45.9662,0,47,91,143.489698668882
"103","PP2168","M01073-2003",844.094402757462,2,0.00198634148255662,0.392789398701067,0.69791188256577,0,1000,2005-06-01,2005-08-31,13,5,-92.6392,39.5531,-86.924167,33.499722,21.9478260869565,52.5359807692308,0,40,91,140.954218855403
"104","PP2169","M01073-2003",721.131466869185,2,-0.00240746303226646,0.361934478633082,0.672971921208388,0,1000,2005-06-01,2005-08-31,13,5,-91.7556,38.6853,-86.924167,33.499722,21.9478260869565,3.48841573033708,0,3,91,141.453060799342
"105","PP2187","M01073-2003",2285.79796394099,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-108.4803,45.7747,-86.924167,33.499722,21.9478260869565,8.73298780487805,0,10,91,119.031740920743
"106","PP2240","M01073-2003",1217.54510288317,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-96.4619,41.4275,-86.924167,33.499722,21.9478260869565,4.39291304347826,0,0,91,133.198999920223
"107","PP2277","M01073-2003",1174.77966649015,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-96.7842,40.5589,-86.924167,33.499722,21.9478260869565,14.9199213483146,0,3,91,128.696352813614
"108","PP2291","M01073-2003",1178.90079164666,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-95.9458,41.3297,-86.924167,33.499722,21.9478260869565,49.0890113636364,0,4,91,134.584659210761
"109","PP2324","M01073-2003",2542.57432979679,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-114.6364,36.6531,-86.924167,33.499722,21.9478260869565,8.40956060606061,0,26,91,89.6555387851532
"110","PP2341","M01073-2003",2544.71398590408,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-114.5917,35.1458,-86.924167,33.499722,21.9478260869565,128.205314606742,0,3,91,86.1153099578887
"111","PP2364","M01073-2003",1719.09601800869,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-71.4692,43.1411,-86.924167,33.499722,21.9478260869565,103.283329411765,0,7,91,236.654090019242
"112","PP2367","M01073-2003",1763.49106624384,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-70.7842,43.0978,-86.924167,33.499722,21.9478260869565,20.2991294117647,0,7,91,238.21505416715
"113","PP2378","M01073-2003",1274.42723394864,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-74.6339,39.29,-86.924167,33.499722,21.9478260869565,41.3092962962963,0,11,91,243.534968456081
"114","PP2384","M01073-2003",1229.05128381117,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-75.5015,39.6747,-86.924167,33.499722,21.9478260869565,10.6472386363636,0,4,91,239.681471521007
"115","PP2403","M01073-2003",1394.56402641788,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-74.0719,40.7478,-86.924167,33.499722,21.9478260869565,78.7622235294118,0,7,91,238.871343073784
"116","PP2408","M01073-2003",1314.12802261911,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-74.7325,40.1797,-86.924167,33.499722,21.9478260869565,55.7943529411765,0,7,91,239.504321822751
"117","PP2442","M01073-2003",1992.82899639432,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-108.4814,36.69,-86.924167,33.499722,21.9478260869565,32.40965,0,12,91,93.8386876080133
"118","PP2451","M01073-2003",1989.87765688403,NA,NA,NA,NA,NA,1000,2005-06-01,2005-08-31,13,5,-108.4386,36.8006,-86.924167,33.499722,21.9478260869565,43.4291445783133,0,9,91,94.212484671472
